features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8,features_9,features_10,features_11,features_12,features_13,features_14,features_15,features_16,class
-9.88128338344,-5.6509609683,4.1277049148,8.34773362833,0.806758253989,-5.81574907162,-7.6996099074,3.93515212415,-4.75413941396,3.37946629209,5.43484443476,1.67610208091,9.18319806209,-6.56280019459,-8.02859559714,5.74516811391,1
-9.06041751205,-5.66725255976,-4.58616343439,0.313510429969,2.18401896892,0.435808537592,5.04434145835,-9.39786992435,8.77867451533,-0.771724524484,3.64040047476,-3.28823333409,-3.06487053457,7.48294602855,3.82161258863,2.16442695642,0
2.84100087735,-1.17443373514,-3.83474644805,0.642721694249,-2.05505893926,8.48952181934,9.08954244972,7.29934421112,-3.60361373106,1.15451561066,-2.34897899887,-8.56202108705,9.87734555172,-1.90138865713,-5.6792278034,2.37261326094,5
-9.07782897665,-4.64074361873,4.61033893932,8.24388030749,1.05226799127,-6.92127326674,-8.22422693088,3.8124966528,-5.19934926682,3.70044054721,4.99539200866,2.38011597481,8.67348416737,-6.87123352099,-7.82791162162,6.11114078804,1
-9.08626333312,-5.5529850447,-4.35480412775,0.163498963935,1.69307831828,0.643280742568,5.45336987761,-10.4834972946,8.77664806042,-0.995439687816,3.20309780213,-3.00866674677,-2.12158996864,7.91420790746,5.86485572976,1.02640581566,0
5.38962721267,-6.17365078302,7.79388709801,9.76962888696,0.990881228327,-2.75703510982,-1.78013459321,9.02140422497,7.055597781,0.21413329267,-9.50816205409,8.88360756622,6.80278542823,4.90431543367,3.91802417169,-7.89893576989,3
2.80979714463,9.33360650432,-1.22447501426,-3.7777301104,0.665893679599,-4.11937004681,0.425635558828,-2.57014484864,-2.06864468899,0.905326954224,-8.34925217148,3.35865617894,5.35053700662,-9.51877062586,-0.079617075741,5.86521677458,4
2.7436379186,8.94235699856,-1.57881587904,-3.2857011043,1.4031823925,-4.4845023761,0.525286937859,-2.66844894013,-1.25940887303,2.05016648629,-9.27773875826,4.49227017458,4.19498673707,-9.55633166573,1.5588475546,5.87903384151,4
2.87587754944,7.94987839905,-1.09746752232,-3.67235143961,0.752648416181,-4.76617637784,1.10759898961,-2.88193944048,-2.51404023949,1.29369626679,-9.62389631298,4.79014930005,4.56214975524,-9.76916809698,1.10847299885,7.20821303737,4
-9.31704049001,-4.99321368572,4.54857469791,8.29699115141,1.68085833482,-5.66279040366,-7.08209302382,4.00632808378,-4.77234220793,3.62458816556,5.18833585372,2.0769270002,8.38515841949,-6.92657603712,-6.82732867006,6.12300494614,1
2.38713423091,8.32873409737,-0.524999408672,-3.14728955629,1.62462009706,-4.03001798804,1.06397428353,-1.21464519259,-1.26893448425,2.09466133231,-8.80518260366,3.44776248961,3.93926410372,-10.0044578512,1.13462010129,6.95498243697,4
-9.69474945028,-4.34520424184,4.58713344805,7.97511165471,1.98532514398,-6.31537395353,-7.30549974972,3.45947908385,-5.23854531558,4.41776331285,5.85915007308,2.73397482763,7.81592105378,-6.98118803993,-8.09442674857,6.36368598787,1
2.7066812399,-1.5382806087,-4.68512818865,0.722403055296,-1.60854787578,9.32807234228,10.4386281377,7.24223419999,-2.68168432828,0.586772762484,-2.31707860395,-7.77763411721,9.47031300801,-2.30572507468,-5.30819438116,2.17457126165,5
3.06366764457,-0.0297380478309,-4.84891035776,0.311157228315,-1.22208290333,8.98831724529,10.0009641152,7.2437668127,-1.95629426357,-0.0577507171169,-2.12612476922,-8.64049610597,9.51785017145,-2.72989027641,-4.88424701821,2.43248264576,5
-9.78103192021,-4.57090823083,4.48432208206,8.52338439578,1.24014161979,-6.67767611524,-7.31672913831,4.75239227701,-5.34006853636,3.48956117675,4.92572682581,2.58430930444,7.69142608116,-6.7418756063,-7.78692735768,5.87856282182,1
-6.31387384309,4.36434308448,9.09636810606,6.37538104741,-0.4116144838,8.96611225123,9.57071132665,-4.61065122373,-6.65307411611,0.060926069592,-8.51013682556,-0.521160770934,-9.31779601853,-4.7200949958,0.524168528104,-1.4050900653,2
-6.33625293439,3.61820574509,7.97871150171,6.19679563465,-0.894323912745,9.55972878227,9.70203369353,-5.43351129381,-5.95659596625,0.806071924437,-7.55517863632,-0.659284761208,-8.93802732606,-4.54010212702,1.18720776927,-1.18317809612,2
-9.41522325512,-4.91797360558,-4.76674051557,1.17396488815,1.88681247989,-0.0771877344002,4.81467532514,-8.88815381836,9.14078572759,-0.167831108857,3.81283226168,-4.2775530654,-2.6468911929,7.33920440785,5.62259133306,0.807052577439,0
-6.13429768398,3.90163070131,9.41169095394,6.40670348147,-0.00325589932457,8.92467812689,8.23777527099,-4.88612873858,-5.57216428849,0.02245476915,-8.54767571003,-1.50501378586,-8.88184712181,-5.1965561533,1.15386164279,-1.53055582136,2
1.41056934996,8.6179923276,-1.26535984707,-3.66514000062,1.01059759788,-3.61674872688,0.172842291246,-2.29949687941,-1.36366628126,1.39021112327,-8.33094255774,4.62292581443,5.14819167641,-9.85789005696,1.36388821242,6.22656296665,4
6.11689540595,-5.6030847968,6.96203267858,8.72432805668,1.79749802058,-1.80422899606,0.140781830527,9.78837864116,6.86852976673,-0.736866208609,-8.88584729345,8.00302525157,6.66965433772,5.33537687335,4.47718306636,-9.53992699053,3
1.54460765246,9.0751692856,-0.52509541705,-4.14327483212,1.4413858748,-5.26012307043,1.66820166696,-2.30506053135,-1.95951953346,1.49851697797,-9.1418638937,3.98624402172,5.15409151853,-9.5915103272,-0.180544150691,6.61552133075,4
4.16237749085,-2.06587903691,-5.45308494267,1.31831568044,-2.14058053493,8.87204726677,9.66066326109,7.08161935881,-2.21825722007,1.80955399828,-1.87694669427,-8.34779259098,10.3445789202,-2.83227249118,-5.50647350959,2.39135077198,5
-9.70664567668,-5.17367457809,-5.56218198377,0.648077676272,1.77630040292,0.326832712131,4.23174950515,-9.4520314642,7.8941508694,-0.645144553093,2.81618996982,-2.86468369236,-3.26377725327,6.93492318933,3.9907077495,1.11763442282,0
3.32913533758,-1.34168019069,-4.49172429401,0.959903240381,-1.37910743622,9.01324068136,10.5723798326,7.92994979543,-2.80154611614,1.05139317566,-1.48553539277,-8.05252092394,9.7606846223,-2.56708678771,-5.41339855242,2.30189938683,5
-8.63867379871,-5.19334601037,-5.2283236093,0.0798968514606,2.34249370521,0.115664500466,4.13725391371,-8.99668308451,9.2714049807,-0.540875187063,3.10884114142,-3.0865489948,-2.80581114581,7.56503886586,4.47194518198,1.56521722114,0
4.95222616563,-6.86455350267,6.61874793549,8.54891629664,1.87249566042,-2.25926657659,-1.09119302984,9.68336768573,7.83067039514,-0.164303944711,-9.34764028146,7.67339547191,6.77275624849,4.4709699146,3.57417358334,-8.14543001289,3
-6.59666726981,4.6131300082,8.17798024133,6.30005665451,-0.697198906789,9.53030893644,9.37462936164,-4.75062632762,-5.55129701826,0.939739414503,-8.97756382255,-1.78011848878,-8.36052293694,-4.83676562466,0.801125928306,-1.80448004053,2
-9.35589016767,-4.65113705984,4.39680927888,8.02809158933,0.988388891207,-6.06652663115,-7.67519111069,4.27147241096,-5.35576742909,3.98417460133,5.13884915935,2.11724017417,7.71650447397,-6.73801602819,-7.48997286914,6.51244303421,1
-5.62380877178,5.50984091484,8.88685039282,6.56660118333,-0.625822860144,9.64323422138,10.3176593922,-5.28203439776,-5.86628954545,0.624944071928,-8.97904197677,-0.401810876407,-8.32473937437,-4.79291223487,1.41896946402,-1.7898623457,2
5.16785770177,-6.70234038514,6.63045686676,9.20737146034,1.11075229603,-1.51699529647,-1.19833489007,9.84258998541,7.89546919857,0.100621322389,-9.02763312505,8.9461585229,7.43978604974,5.6296015365,2.77643658364,-8.10386313497,3
-6.78860071067,4.68785597856,9.35287749569,6.29710258997,-1.73356450095,9.58914334851,9.2842324996,-5.39104522443,-5.83560477066,0.187834878621,-7.65487495851,-0.876846383777,-9.91954577893,-4.59219807129,0.383439862379,-1.75360095018,2
3.93446594738,-0.499141407565,-4.07568167341,0.575552695433,-1.64779326037,8.9908044345,10.4980663079,6.39180591367,-2.12792911321,0.633379461061,-2.65223622175,-9.11415169546,9.74289689443,-3.52735494378,-5.71951261334,3.09414863321,5
2.59993055763,-1.26252303205,-4.85214450756,0.966625439235,-1.78614452948,9.59778598713,9.65131892182,7.18096828989,-2.76794455597,0.915673321026,-1.56579210089,-8.77745902597,9.62770886724,-3.52627871426,-5.39823415423,2.25808131544,5
-9.26490184089,-5.17964137468,5.18331029077,9.00676748432,1.22603250682,-6.04581115185,-7.64761668424,4.60704697036,-5.40124563712,4.04047853779,5.12382620889,1.36361889609,7.06434118985,-6.26010555327,-8.29016895985,4.78848868465,1
2.79572003613,-0.819171144794,-5.37223171053,0.532216785902,-1.51378148806,9.09690316907,9.25070488243,7.01006298583,-2.40250629178,0.702185938659,-2.20677004899,-8.54480087116,9.64914001192,-3.66900172747,-5.83691321135,2.29120383175,5
-9.16470744307,-4.30860751069,4.15489110917,8.33213570199,1.07712240015,-5.76265295512,-7.55759869708,5.67337198845,-4.34617047446,3.08023482218,5.49325781262,1.49574555648,8.05861266807,-7.19635360895,-7.02786689927,5.73627191705,1
5.60198149852,-6.77558822134,6.80262335387,8.48376250439,0.306398308957,-1.53927986786,-1.68707559138,7.7217746687,7.8577957255,0.513061526216,-8.7443487747,7.78062657302,5.81374738395,5.66154615431,3.92236679909,-7.5674432544,3
6.04216374454,-6.36618497472,7.50150480811,8.31104445282,0.515759179268,-1.24972449303,-1.47177104433,8.81534381647,7.2373803526,0.034128254379,-9.72391998714,7.47164943306,5.64918869708,5.23739290303,3.35130018323,-7.96264644008,3
-5.83594018895,4.79694009585,9.0240590172,7.59746991592,-0.54990647221,11.04900555,9.89681086274,-6.2998896579,-6.00237657475,0.037971153493,-7.95577724361,-0.743990399478,-7.76736531657,-4.68180773853,0.8760318099,-1.67615455941,2
3.0470107083,-0.498186376887,-4.97794971164,-0.0251243802529,-2.38387594909,9.64744326511,10.2297719994,6.57644415369,-3.85546106714,0.379813688585,-2.35133209571,-8.20891063686,9.90544646513,-2.74248730088,-6.04726906038,2.29332883982,5
-8.24615307119,-4.91967585815,-4.89849125193,1.03782000536,1.9943455032,0.903134384194,4.6069169893,-9.81026552774,9.57140038126,-0.980865633746,4.30862886064,-3.36340145926,-2.46275023079,7.76305203717,3.36465015511,0.101000636563,0
-6.73737239699,3.72166609108,9.13607830842,7.52097283535,0.3026407309,9.36032551518,9.03464711618,-5.28600973166,-6.67623233952,0.800548875084,-8.54914125779,-0.841486447782,-9.14982203249,-4.86453873782,1.74293889926,-1.67896061602,2
2.82526190401,-1.06134428073,-5.5722947911,0.51935930923,-1.54490450961,8.78966713351,10.2668657285,7.68290091197,-2.81056312842,0.12015282608,-1.78156987483,-8.84658245917,9.34838717825,-3.10979330602,-4.9214214169,2.2445019105,5
2.93445477755,8.76038657139,-1.43419435217,-2.87296744368,1.12559306267,-4.27910045107,0.302451115086,-2.91604294215,-2.18503631699,1.80084798782,-8.93004502064,3.45219038844,5.33812298464,-9.67691095379,0.861457448329,6.27741341656,4
2.55130985761,9.70469769931,-1.35298046161,-3.50901517315,0.957811255033,-3.89456121943,1.11067605571,-3.03921581456,-1.62728648852,2.14576268797,-9.09541461755,3.56876007431,4.95823210175,-9.3691737852,0.655392139862,4.9961881883,4
-6.62113408351,4.72787794086,9.57469590185,6.8467403636,-1.13357956405,9.56848281943,8.65399277459,-5.17279762018,-6.20696341955,0.23315694291,-8.24479659593,-1.65336220962,-9.84909528902,-5.44852472793,1.12287189292,-1.03645062646,2
5.3203548543,-5.34196090727,6.72800944484,9.64971511677,0.342331852647,-2.28377664883,-1.57034962121,8.30663381922,7.00205199972,-0.0760988235726,-8.79664590895,7.85815564702,5.54797085388,6.26814444053,5.04967831266,-8.22293612777,3
2.17035836,9.23179337439,-0.768497049332,-3.92781549183,1.84964357425,-4.82825531602,0.83340209005,-3.12408619795,-2.66062840408,1.23709527661,-9.04689838749,4.07132141034,4.93352199137,-8.75034203636,1.59120922862,6.92866536873,4
3.35165167798,9.46148319289,-1.61163669807,-3.20256999248,0.771141312085,-4.1182622365,0.899279435783,-3.21599432603,-1.47048060398,2.1555914777,-8.82891707929,4.20229145753,4.6349998904,-10.5542124475,0.667750506746,5.8002658685,4
-6.36323430781,5.05461791026,8.33605451146,6.2772245261,-0.210067464047,8.81661367387,9.74640126423,-6.39491098005,-5.71402072412,0.747065357644,-8.78036854297,-0.697123070844,-8.25515684868,-4.4947931502,1.60644672947,-0.778510033055,2
2.41846192151,-0.493859060121,-4.97852074433,0.565081623383,-1.24714701375,9.70630647816,10.2355576566,7.15589030191,-3.30058075809,1.47423572695,-2.36399309879,-8.19642149313,9.6932507087,-2.59928923195,-5.42748752997,2.3954068684,5
-8.6010806885,-4.93256343857,-5.08938062246,0.16790150597,1.54523455461,0.254070787584,4.59292985955,-8.96322615951,8.23351369297,-0.858727635577,2.8788323103,-2.53428225844,-1.26590061472,8.106390869,4.54320042517,1.63074913104,0
2.59810046076,-1.80748279609,-3.88091173568,-0.207734394443,-1.76318529599,9.57282139152,10.9203732928,7.31844515059,-3.28782280402,0.758324937106,-1.88458977226,-7.80147730079,10.5311694169,-3.43454936565,-5.3367979769,3.45427551935,5
-9.44355715637,-4.28980807764,4.35005609781,7.41139318375,2.27805927526,-7.45245366726,-7.94176692392,5.11286172021,-4.61542992576,4.5009665175,5.17810237342,2.29096791384,8.42814387908,-6.47660476809,-7.64459880543,5.77176744366,1
-5.75117974707,4.41186425227,9.49904259733,5.92615003906,-0.687673502316,10.1866480898,9.24661766148,-4.72885874059,-6.21033004547,0.493705825676,-7.75294762823,-1.12483706939,-7.90785934554,-4.49889047658,1.28719795606,-2.4170223781,2
5.3007603785,-6.35909014373,8.01316147226,8.46821207184,1.84694987456,-1.46780343803,-0.659366877086,9.512728604,7.55777341368,0.332662321107,-8.67617618462,7.36727766525,6.40979312253,5.46574192392,4.22648916885,-7.99514108838,3
3.35734281572,7.88660270798,-1.15286415438,-3.3038479414,1.88663038512,-4.70627192788,0.547861893786,-3.16771209664,-1.19174866601,1.70998134645,-9.40545391976,3.31530323058,4.59836305485,-9.26474042538,-0.183605317316,5.75334200263,4
-9.00208639877,-5.34176373115,-4.20986257641,-0.141610393643,1.97897499136,-0.262232342955,4.19998379581,-9.8910628963,8.92750135892,-0.614527892217,3.53804785224,-3.510702487,-2.71198689204,7.87258565294,4.51021416939,0.308890006827,0
2.71950378829,-1.38069443828,-4.73106087323,1.03296237598,-0.652763421377,8.15859079371,10.2932088951,6.55568387216,-2.38358368455,1.38415522072,-2.14756663871,-8.31206387554,9.58080868942,-3.31254105569,-5.73468727812,1.57839572454,5
-5.86911340128,4.49330389522,9.1750723843,7.09702096744,-0.389621081191,9.10424691462,8.69945119228,-5.45048303574,-6.43456965519,0.510206058253,-8.19743234132,-0.683964419396,-7.97685347409,-5.32667929328,1.4241462785,-1.52947834299,2
-6.9536194827,4.15458363326,9.09751090509,6.30184030697,-0.530884585398,9.85796023488,8.69793139106,-5.49638982886,-6.14627799319,1.29476308573,-8.23455456131,-0.990295217335,-7.40402296934,-3.87789823734,1.26912419988,-2.00349635303,2
5.12792007313,-6.34414403272,6.87126707628,7.98343513788,0.680583505045,-2.27134517017,-1.56265966959,9.71896901998,7.98296200443,0.885467733335,-8.74113053194,8.7873240859,6.16615719638,5.52174665931,4.76929625075,-7.09767069037,3
-8.41160731685,-5.30706805918,-5.13265559686,0.53143929798,2.01926062621,-0.0373508437413,5.18920103995,-9.76646839689,9.90058376148,-0.204284975805,3.41837252152,-3.52272135347,-2.32099197897,6.9885648746,4.96814410672,1.83651382088,0
4.25715769089,-6.75148018159,6.30444908555,8.69261696659,1.43422793177,-1.64954460014,-1.73351722303,9.70247421764,7.63949915592,0.430612367898,-9.25661675122,9.47186186782,5.7357071261,6.08411719648,3.25408849071,-8.17910199151,3
2.70145959198,8.84677690208,-1.7339339973,-4.05051589444,1.00728142016,-4.41879911775,0.627934899681,-3.23851723548,-2.20569171229,1.55499968604,-8.95144368181,3.81003472968,4.49328261123,-10.4928072448,-0.280611335699,6.29284040584,4
5.33265806467,-6.06323895007,6.6656036033,9.3831988601,0.903216738891,-1.18005472136,-0.834305765116,8.70852869411,8.31404143843,0.379605578559,-8.68632256837,8.08581802198,6.12585070924,4.57336254208,3.40633820737,-8.68548681592,3
-9.887537729,-5.7042985719,-3.33794253558,-0.192624536052,1.16171913047,0.333578600518,4.1702309144,-9.29643365498,9.61944954613,-1.11558012058,3.15513044425,-3.46429331174,-2.6308916943,6.69007366248,4.55128441271,0.986511319453,0
-9.04755451355,-4.4499681146,5.23039269865,8.07653509207,1.38415299393,-7.00922573229,-8.15984147947,3.96593970672,-3.99338187922,4.19660037092,5.11899167639,2.90773204048,7.98410661712,-6.52943217841,-7.76150640052,5.86384558158,1
-8.49831731695,-5.92853740394,-4.89628263263,-0.27392530137,1.37885584227,0.829788730019,4.9018495581,-10.385769443,9.21918150962,0.147124128633,3.3315428299,-2.61944751253,-3.10700665881,7.61250173498,4.39617075081,1.41147103136,0
-6.36754428964,3.69245936106,9.31207310686,6.13199126113,-0.603229251249,10.0451485083,9.71441314501,-6.0200278357,-5.63759992221,-0.00523827972053,-8.41835698093,-0.110859262688,-8.92246756914,-4.73318096117,1.12692750356,-1.8312458943,2
2.5435373392,0.0522676097748,-4.42143805562,0.730879904546,-1.27849370482,10.1385979657,9.93424186059,6.98630294698,-2.66391515234,-0.935772678904,-1.5250777495,-8.66290716227,8.59456588217,-2.93655310601,-4.94076797889,2.87090489037,5
3.61087500673,-2.26341551225,-4.44719506135,-1.08442741639,-0.540424960663,9.92792228222,10.3679201885,7.27998545476,-2.07970587524,0.469852265829,-2.95448325479,-8.52691005221,9.77786005882,-2.34008092324,-4.83101434852,2.50323592022,5
3.17739698982,-0.962896061075,-5.34107558486,0.121893009022,-2.75431922542,8.86714798446,10.4233816699,7.36309246723,-3.46045804416,0.635032173542,-2.08812414472,-8.23257409698,10.4423253785,-3.54058009606,-5.99114446699,3.01432367876,5
-6.64040908622,4.01010262721,9.24652272421,7.36407529022,-0.947222907945,9.65650750492,9.10179045544,-5.04952674382,-7.24190438098,1.23336245333,-7.9006441309,-0.721790502035,-9.29251296375,-4.58162551211,1.5529010015,-1.4185847499,2
-6.10572691744,5.19063308323,8.7184360575,6.45320343261,-0.240669383254,9.17969297952,9.64174817447,-5.57195974829,-5.60096586851,0.726407234306,-8.24531187845,-0.779772947629,-8.40958597796,-5.84322979632,0.722415822052,-1.65517566985,2
-8.22563244284,-5.03115085969,-4.54401210802,-0.622649805545,1.72145464262,0.355988563656,4.71657213964,-8.6857264977,9.81795018861,-0.168144709521,3.15386868827,-3.78345247886,-2.5763197843,7.1207675197,4.58586215126,1.6484276185,0
-9.63143796508,-5.36159043478,-4.54091257643,-0.458290339239,1.24087001267,1.09327295592,4.38319416043,-10.2127248661,8.76303928591,-1.03368796537,3.31787270414,-2.75140220618,-3.53647012409,7.67705557054,4.40531806126,0.67663489947,0
4.95979728162,-7.21899944154,7.0925372609,9.24616430612,1.12829969272,-1.3485072481,-1.03077474528,8.7141673759,7.68361071263,-0.518820727408,-8.9460347635,6.96403626415,6.49303942382,5.0321996428,3.35339267073,-6.5427670847,3
4.9616734812,-6.72062175261,6.62355638091,10.0109341978,0.724762213948,-1.92694565146,-0.971620840699,10.7436369849,7.64693783839,-0.231830231337,-9.16123692121,7.71619515968,5.56463167077,5.42023546439,3.29089182057,-7.92477489277,3
3.42828999209,-1.85844031724,-4.22380523085,-0.0960583623868,-2.05102580207,10.0057084993,10.1053472326,6.97435077678,-3.50221832361,-0.0973197138337,-2.51597716069,-8.25730276913,10.3762788256,-2.5454266435,-4.80714955048,2.84645467882,5
2.88409450428,9.21855582306,-1.51987000663,-3.91420518547,0.872872806326,-4.6576010811,0.758455056375,-3.12408437533,-2.74174611022,2.39640889548,-8.31029762252,3.86972825153,4.33616742363,-10.3393606356,0.246901545699,7.37263427154,4
-6.2088913986,4.75303606646,7.57477270104,6.39105396837,-1.34674878362,9.79949076327,9.4369231938,-4.81577639413,-5.99465728068,0.752177581222,-8.56491407198,-0.909558624046,-9.05154514834,-5.29442284811,1.43780512239,-0.904547659868,2
